identifier,parent,titleEn,titleFr,scopeEn,scopeFr
"71.100.60","71.100","Essential oils","Huiles essentielles",,
"71.100.70","71.100","Cosmetics. Toiletries","Cosmétiques. Produits d'hygiène corporelle",,
"71.100.80","71.100","Chemicals for purification of water","Produits chimiques pour la purification de l'eau",,
"71.100.99","71.100","Other products of the chemical industry","Autres produits de l'industrie chimique",,
"71.120.01","71.120","Equipment for the chemical industry in general","Matériel pour l'industrie chimique en général",,
"71.120.10","71.120","Reaction vessels and their components","Caissons de réaction et leurs composants",,
"71.120.20","71.120","Columns","Colonnes",,
"71.120.30","71.120","Heat exchangers","Échangeurs de chaleur",,
"71.120.99","71.120","Other equipment for the chemical industry","Autre matériel pour l'industrie chimique",,
"73.060.01","73.060","Metalliferous minerals in general","Minerais métallifères en général",,
"73.060.10","73.060","Iron ores","Minerais de fer",,
"73.060.20","73.060","Manganese ores","Minerais de manganèse",,
"73.060.30","73.060","Chromium ores","Minerais de chrome",,
"73.060.40","73.060","Aluminium ores","Minerais d'aluminium",,
"73.060.99","73.060","Other metalliferous minerals","Autres minerais métallifères",,
"73.100.01","73.100","Mining equipment in general","Matériel pour exploitation minière en général",,
"73.100.10","73.100","Tunnelling and tubing equipment","Matériel de cuvelage et de tunnelage",,
"73.100.20","73.100","Ventilation, air-conditioning and illumination equipment","Ventilation, matériel de conditionnement d'air et d'éclairage",,
"73.100.30","73.100","Equipment for drilling and mine excavation","Matériel de forage et d'excavation","Including equipment for seabed mining","Y compris matériel pour l'exploitation des gisements marins"
"73.100.40","73.100","Haulage and hoisting equipment","Matériel de halage et de levage",,
"73.100.99","73.100","Other mining equipment","Autre matériel pour exploitation minière",,
"75.160.01","75.160","Fuels in general","Combustibles en général",,
"75.160.10","75.160","Solid fuels","Combustibles solides","Including coal products, coke, peat, wood, derivatives of coal pyrolysis, etc.","Y compris produits de charbon, coke, tourbe, bois, dérivés de la pyrolyse du charbon, etc."
"75.160.20","75.160","Liquid fuels","Combustibles liquides","Including gasoline, diesel, kerosene, etc.","Y compris essence, gazole, kérosène, etc."
"75.160.30","75.160","Gaseous fuels","Combustibles gazeux","Including liquefied petroleum gases","Y compris gaz de pétrole liquéfiés"
"75.160.40","75.160","Biofuels","Biocombustibles","Including solid biofuels, liquid biofuels and biogas","Y compris les biocombustibles solides, les biocombustibles liquides et le biogaz"
"75.180.01","75.180","Equipment for petroleum and natural gas industries in general","Equipement pour les industries du pétrole et du gaz naturel en général",,
"75.180.10","75.180","Exploratory, drilling and extraction equipment","Matériel d'exploitation, de forage et d'extraction","Including offshore structures","Y compris structures en haute-mer"
"75.180.20","75.180","Processing equipment","Matériel de traitement",,
"75.180.30","75.180","Volumetric equipment and measurements","Mesurage de volume et matériel correspondant",,
"75.180.99","75.180","Other equipment for petroleum and natural gas industries","Autres équipements pour les industries du pétrole et du gaz naturel",,
"77.040.01","77.040","Testing of metals in general","Essais des métaux en général",,
"77.040.10","77.040","Mechanical testing of metals","Essais mécaniques des métaux",,
"77.040.20","77.040","Non-destructive testing of metals","Essais non destructifs des métaux",,
"77.040.30","77.040","Chemical analysis of metals","Analyse chimique des métaux",,
"77.040.99","77.040","Other methods of testing of metals","Autres méthodes d'essai des métaux",,
"77.080.01","77.080","Ferrous metals in general","Metaux ferreux en général",,
"77.080.10","77.080","Irons","Fontes",,
"77.080.20","77.080","Steels","Aciers",,
"77.120.01","77.120","Non-ferrous metals in general","Métaux non ferreux en général",,
"77.120.10","77.120","Aluminium and aluminium alloys","Aluminium et alliages d'aluminium",,
"77.120.20","77.120","Magnesium and magnesium alloys","Magnésium et alliages de magnésium",,
"77.120.30","77.120","Copper and copper alloys","Cuivre et alliages de cuivre",,
"77.120.40","77.120","Nickel, chromium and their alloys","Nickel et alliages de nickel",,
"77.120.50","77.120","Titanium and titanium alloys","Titane et alliages de titane",,
"77.120.60","77.120","Lead, zinc, tin and their alloys","Plomb, zinc, étain et leurs alliages",,
"77.120.70","77.120","Cadmium, cobalt and their alloys","Cadmium, cobalt et leurs alliages",,
"77.120.99","77.120","Other non-ferrous metals and their alloys","Autres métaux non ferreux et leurs alliages",,
"77.140.01","77.140","Iron and steel products in general","Produits en fonte et produits en acier en général",,
"77.140.10","77.140","Heat-treatable steels","Aciers pour traitement thermique",,
"77.140.15","77.140","Steels for reinforcement of concrete","Aciers pour béton armé",,
"77.140.20","77.140","Stainless steels","Aciers inoxydables","Including alloyed steels, corrosion-resistant steels, heat-resisting steels, etc.","Y compris aciers alliés, aciers résistant à la corrosion, aciers résistant à la chaleur, etc."
"77.140.25","77.140","Spring steels","Aciers à ressorts",,
"77.140.30","77.140","Steels for pressure purposes","Aciers pour service sous pression",,
"77.140.35","77.140","Tool steels","Aciers à outils",,
"77.140.40","77.140","Steels with special magnetic properties","Aciers ayant des propriétés magnétiques spécifiques",,
"77.140.45","77.140","Non-alloyed steels","Aciers non alliés",,
"77.140.50","77.140","Flat steel products and semi-products","Produits et semi-produits plats en acier","Including plate, sheet and strip","Y compris tôles, feuilles, bandes et feuillards"
"77.140.60","77.140","Steel bars and rods","Barres et ronds en acier",,
"77.140.65","77.140","Steel wire, wire ropes and link chains","Fil machine, câbles et chaînes en acier",,
"77.140.70","77.140","Steel profiles","Profilés en acier","Including sections","Y compris poutrelles"
"77.140.75","77.140","Steel pipes and tubes for specific use","Canalisation et tubes en acier pour usage spécifique","Including hollow steel bars and sections for construction","Y compris barres en acier creuses et profils creux pour la construction"
"77.140.80","77.140","Iron and steel castings","Fontes et aciers moulés",,
"77.140.85","77.140","Iron and steel forgings","Pièces forgées",,
"77.140.99","77.140","Other iron and steel products","Autres produits en métaux ferreux",,
"77.150.01","77.150","Products of non-ferrous metals in general","Produits en métaux non ferreux en général",,
"77.150.10","77.150","Aluminium products","Produits en aluminium",,
"77.150.20","77.150","Magnesium products","Produits en magnésium",,
"77.150.30","77.150","Copper products","Produits en cuivre",,
"77.150.40","77.150","Nickel and chromium products","Produits en nickel et chrome",,
"77.150.50","77.150","Titanium products","Produits en titane",,
"77.150.60","77.150","Lead, zinc and tin products","Produits en plomb, zinc et étain",,
"77.150.70","77.150","Cadmium and cobalt products","Produits en cadmium et cobalt",,
"77.150.99","77.150","Other products of non-ferrous metals","Autres produits en métaux non ferreux",,
"79.060.01","79.060","Wood-based panels in general","Panneaux à base de bois en général",,
"79.060.10","79.060","Plywood","Contreplaqué",,
"79.060.20","79.060","Fibre and particle boards","Panneaux de particules et de fibres",,
"79.060.99","79.060","Other wood-based panels","Autres panneaux à base de bois",,
"79.120.01","79.120","Woodworking equipment in general","Matériel pour le travail du bois en général",,
"79.120.10","79.120","Woodworking machines","Machines à bois",,
"79.120.20","79.120","Woodworking tools","Outils pour le travail du bois",,
"79.120.99","79.120","Other woodworking equipment","Autre matériel pour le travail du bois",,
"81.040.01","81.040","Glass in general","Verre en général",,
"81.040.10","81.040","Raw materials and raw glass","Matières premières et verre brut",,
"81.040.20","81.040","Glass in building","Verre dans la construction",,
"81.040.30","81.040","Glass products","Produits en verre",,
"81.060.01","81.060","Ceramics in general","Céramiques en général",,
"81.060.10","81.060","Raw materials","Matières premières",,
"81.060.20","81.060","Ceramic products","Produits en céramique",,
"81.060.30","81.060","Advanced ceramics","Céramiques techniques avancées",,
"81.060.99","81.060","Other standards related to ceramics","Autres normes relatives aux céramiques",,
"83.040.01","83.040","Raw materials for rubber and plastics in general","Matières premières pour les élastomères et les plastiques en général",,
"83.040.10","83.040","Latex and raw rubber","Latex et caoutchouc brut",,
"83.040.20","83.040","Rubber compounding ingredients","Ingrédients de mélange du caoutchouc","Including carbon black, kaolin clay, etc.","Y compris noir de carbone, kaolins, etc."
"83.040.30","83.040","Auxiliary materials and additives for plastics","Matériaux auxiliaires et additifs pour les plastiques","Including fillers, extenders, hardeners, pigments, plasticizers, etc.","Y compris matières de charge, durcisseurs, pigments, plastifiants, etc."
"83.080.01","83.080","Plastics in general","Plastiques en général",,
"83.080.10","83.080","Thermosetting materials","Matériaux thermodurcissables","Including ebonite","Y compris ébonite"
"83.080.20","83.080","Thermoplastic materials","Matériaux thermoplastiques",,
"83.140.01","83.140","Rubber and plastics products in general","Produits en élastomères ou en matières plastiques en général",,
"83.140.10","83.140","Films and sheets","Films et feuilles","Including plates","Y compris plaques"
"83.140.20","83.140","Laminated sheets","Stratifiés",,
"83.140.30","83.140","Plastics pipes and fittings for non fluid use","Tubes et raccords en matière plastique à usage autre que fluidique",,
"83.140.40","83.140","Hoses","Tuyaux flexibles",,
"83.140.50","83.140","Seals","Joints d'étanchéité",,
"83.140.99","83.140","Other rubber and plastics products","Autres produits en élastomères ou en matières plastiques",,
"83.160.01","83.160","Tyres in general","Pneumatiques en général",,
"83.160.10","83.160","Road vehicle tyres","Pneumatiques pour véhicules routiers","Including cycle tyres, and tyre retreading and repair processes","Y compris pneus de bicyclettes, et procédés de rechapage et de réparation des pneumatiques"
"83.160.20","83.160","Aircraft tyres","Pneumatiques pour aéronefs",,
"83.160.30","83.160","Tyres for agricultural machinery","Pneumatiques pour machines agricoles",,
"83.160.99","83.160","Other tyres","Autres pneumatiques",,
"85.080.01","85.080","Paper products in general","Produits en papier en général",,
"85.080.10","85.080","Office paper","Papeterie",,
"85.080.20","85.080","Tissue paper","Papier tissu",,
"85.080.30","85.080","Cardboard","Papier cartonné","Including corrugated fibreboard","Y compris le carton ondulé"
"85.080.99","85.080","Other paper products","Autres produits en papier",,
"87.060.01","87.060","Paint ingredients in general","Ingrédients des peintures en général",,
"87.060.10","87.060","Pigments and extenders","Pigments et matières de charge",,
"87.060.20","87.060","Binders","Liants",,
"87.060.30","87.060","Solvents","Solvants",,
"87.060.99","87.060","Other paint ingredients","Autres ingrédients des peintures",,
"91.010.01","91.010","Construction industry in general","Industrie de la construction en général",,
"91.010.10","91.010","Legal aspects","Aspects légaux",,
"91.010.20","91.010","Contractual aspects","Aspects contractuels","Including construction procurement","Y compris les marchés de construction"
"91.010.30","91.010","Technical aspects","Aspects techniques","Including tolerances, modular coordination, etc.","Y compris tolérances, coordination modulaire, etc."
"91.010.99","91.010","Other aspects","Autres aspects",,
"91.040.01","91.040","Buildings in general","Bâtiments en général","Including building environment design and service life planning","Y compris conception de l'environnement des bâtiments et prévision de la durée de vie des bâtiments"
"91.040.10","91.040","Public buildings","Bâtiments publics","Including ecclesiastical buildings and hospitals","Y compris édifices religieux et hôpitaux"
"91.040.20","91.040","Buildings for commerce and industry","Bâtiments pour le commerce et l'industrie",,
"91.040.30","91.040","Residential buildings","Bâtiments d'habitation",,
"91.040.99","91.040","Other buildings","Autres bâtiments",,
"91.060.01","91.060","Elements of buildings in general","Éléments de construction en général",,
"91.060.10","91.060","Walls. Partitions. Façades","Murs. Cloisons. Façades",,
"91.060.20","91.060","Roofs","Toitures","Including related elements (gutters, etc.)","Y compris éléments associés (gouttières, etc.)"
"91.060.30","91.060","Ceilings. Floors. Stairs","Plafonds. Planchers. Escaliers","Including screeds, ramps, etc.","Y compris chapes, rampes, etc."
"91.060.40","91.060","Chimneys, shafts, ducts","Cheminées. Cages. Conduits","Including flues and flue pipes","Y compris les conduits de fumée"
"91.060.50","91.060","Doors and windows","Portes et fenêtres","Including doorsets, their components, blinds, shutters","Y compris blocs-portes, leurs composants, stores, volets"
"91.060.99","91.060","Other elements of buildings","Autres éléments de construction",,
"91.080.01","91.080","Structures of buildings in general","Structures de construction en général",,
"91.080.10","91.080","Metal structures","Structures métalliques",,
"91.080.13","91.080","Steel structures","Structures en acier",,
"91.080.17","91.080","Aluminium structures","Structures en aluminium",,
"91.080.20","91.080","Timber structures","Structures en bois",,
"91.080.30","91.080","Masonry","Maçonneries",,
"91.080.40","91.080","Concrete structures","Structures en béton","Including the repair and protection of concrete products and structures","Y compris produits pour la protection et la réparation des structures en béton"
"91.080.99","91.080","Other structures","Autres structures",,
"91.100.01","91.100","Construction materials in general","Matériaux de construction en général",,
"91.100.10","91.100","Cement. Gypsum. Lime. Mortar","Ciment. Plâtre. Chaux. Mortier",,
"91.100.15","91.100","Mineral materials and products","Matériaux et produits minéraux","Including earth, sands, clay, slates, stones, etc.","Y compris terre, sables, argiles, ardoises, pierres, briques, etc."
"91.100.23","91.100","Ceramic tiles","Carreaux et dalles en céramique",,
"91.100.25","91.100","Terracotta building products","Produits de construction en terre cuite","Including roofing tiles, bricks, etc.","Y compris tuiles, briques etc."
"91.100.30","91.100","Concrete and concrete products","Béton et produits en béton","Including admixtures","Y compris adjuvants pour béton"
"91.100.40","91.100","Products in fibre-reinforced cement","Produits en ciment renforcé de fibres",,
"91.100.50","91.100","Binders. Sealing materials","Liants. Matériaux d'étanchéité","Including geomembranes, asphalts for buildings, etc.","Y compris géomembranes, asphaltes pour le bâtiment, etc."
"91.100.60","91.100","Thermal and sound insulating materials","Matériaux d'isolation thermique et acoustique",,
"91.100.99","91.100","Other construction materials","Autres matériaux de construction",,
"91.120.01","91.120","Protection of and in buildings in general","Protection extérieure et intérieure des bâtiments en général",,
"91.120.10","91.120","Thermal insulation of buildings","Isolation thermique des bâtiments","Including energy efficiency of buildings","Y compris l’efficacité énergétique des bâtiments"
"91.120.20","91.120","Acoustics in building. Sound insulation","Acoustique dans le bâtiment. Isolation acoustique",,
"91.120.25","91.120","Seismic and vibration protection","Protection contre les séismes et les vibrations",,
"91.120.30","91.120","Waterproofing","Étanchéité à l'eau",,
"91.120.40","91.120","Lightning protection","Protection contre la foudre",,
"91.120.99","91.120","Other standards related to protection of and in buildings","Autres normes relatives à la protection extérieure et intérieure des bâtiments",,
"91.140.01","91.140","Installations in buildings in general","Installations dans les bâtiments en général",,
"91.140.10","91.140","Central heating systems","Systèmes de chauffage central","Including burners and boilers for central heating systems","Y compris brûleurs et chaudières de chauffage central"
"91.140.30","91.140","Ventilation and air-conditioning systems","Systèmes de ventilation et de climatisation","Including ventilation ducts","Y compris conduits de ventilation"
"91.140.40","91.140","Gas supply systems","Systèmes de fourniture de gaz","Including gas meters in buildings","Y compris compteurs à gaz"
"91.140.50","91.140","Electricity supply systems","Systèmes de fourniture d'électricité","Including electric energy meters in buildings, emergency electrical supplies, etc.","Y compris compteurs électriques, fourniture d'électricité de secours, etc."
"91.140.60","91.140","Water supply systems","Systèmes de fourniture d'eau","Including water meters in buildings","Y compris compteurs d'eau"
"91.140.65","91.140","Water heating equipment","Appareils de chauffage de l'eau",,
"91.140.70","91.140","Sanitary installations","Installations sanitaires","Including bidets, kitchen sinks, baths, waste chutes, etc.","Y compris bidets, éviers, baignoires, vide-ordures, etc."
"91.140.80","91.140","Drainage systems","Systèmes d'évacuation d'eau",,
"91.140.90","91.140","Lifts. Escalators","Ascenseurs. Escaliers mécaniques",,
"91.140.99","91.140","Other installations in buildings","Autres installations dans les bâtiments",,
"91.160.01","91.160","Lighting in general","Eclairage en général",,
"91.160.10","91.160","Interior lighting","Éclairage intérieur","Including workplace lighting, emergency and safety lighting","Y compris éclairage des lieux de travail, éclairage de sécurité et éclairage de secours"
"91.160.20","91.160","Exterior building lighting","Éclairage extérieur des bâtiments","Including flood lighting","Y compris éclairage architectural"
"93.080.01","93.080","Road engineering in general","Génie routier en général",,
"93.080.10","93.080","Road construction","Construction des routes","Including road maintenance equipment and road construction equipment","Y compris matériel pour la construction et l'entretien des routes"
"93.080.20","93.080","Road construction materials","Matériaux de construction des routes","Including asphalts, road pavements, etc.","Y compris asphaltes, chaussées, etc."
"93.080.30","93.080","Road equipment and installations","Installations et équipements routiers","Including road traffic warning and control systems, devices and installations (speed controls, traffic signal installations, vehicle loop detectors, pavement markers, manholes, etc.)","Y compris systèmes, installations et dispositifs de régulation de la circulation (contrôle de vitesse, signalisation routière, détecteurs de véhicules à boucles électromagnétiques) marquage des chaussées, plaques d'égout, etc."
"93.080.40","93.080","Street lighting and related equipment","Eclairage public et matériels correspondants",,
"93.080.99","93.080","Other standards related to road engineering","Autres normes de génie routier",,
"97.040.01","97.040","Kitchen equipment in general","Equipements de cuisine en général",,
"97.040.10","97.040","Kitchen furniture","Meubles de cuisine",,
"97.040.20","97.040","Cooking ranges, working tables, ovens and similar appliances","Cuisinières, réchauds, fours et appareils analogues","Including microwave ovens and stove hoods","Y compris fours à micro-ondes et hottes de cuisine"
"97.040.30","97.040","Domestic refrigerating appliances","Appareils de réfrigération ménagers",,
"97.040.40","97.040","Dishwashers","Lave-vaisselle",,
"97.040.50","97.040","Small kitchen appliances","Petits appareils de cuisine","Including food waste disposal units","Y compris broyeurs de déchets"
"97.040.60","97.040","Cookware, cutlery and flatware","Articles de cuisson, couverts et coutellerie","Including table cutlery and table ware","Y compris ustensiles de table"
"97.040.99","97.040","Other kitchen equipment","Autres équipements de cuisine",,
"97.100.01","97.100","Heating appliances in general","Appareils de chauffage en général",,
"97.100.10","97.100","Electric heaters","Appareils de chauffage électrique",,
"97.100.20","97.100","Gas heaters","Appareils de chauffage à gaz",,
"97.100.30","97.100","Solid fuel heaters","Appareils de chauffage à combustible solide",,
"97.100.40","97.100","Liquid fuel heaters","Appareils de chauffage à combustible liquide",,
"97.100.99","97.100","Heaters using other sources of energy","Appareils de chauffage utilisant d'autres sources d'énergie",,
"97.130.01","97.130","Shop fittings in general","Aménagement des magasins en général",,
"97.130.10","97.130","Shelving","Rayonnages",,
"97.130.20","97.130","Commercial refrigerating appliances","Appareils de réfrigération commerciaux","Including refrigerated display cabinets, cold rooms, etc.","Y compris meubles frigorifiques de vente, chambres froides, etc."
"97.130.30","97.130","Trolleys for supermarket purposes","Chariots d'achat pour supermarchés","Including baskets","Y compris sacs à provisions"
"97.130.99","97.130","Other shop fittings","Autres aménagements pour les magasins",,
"97.200.01","97.200","Equipment for entertainment in general","Equipements de loisirs en général",,
"97.200.10","97.200","Theatre, stage and studio equipment","Équipements de théâtre, de scène et de studio","Including lighting equipment","Y compris matériel d'éclairage"
"97.200.20","97.200","Musical instruments","Instruments de musique",,
"97.200.30","97.200","Camping equipment and camp-sites","Matériel et terrains de camping",,
"97.200.40","97.200","Playgrounds","Aires de jeux","Including amusement rides and devices","Y compris les fêtes foraines et leurs équipements"
"97.200.50","97.200","Toys","Jouets","Including safety of toys","Y compris sécurité des jouets"
"97.200.99","97.200","Other equipment for entertainment","Autres équipements de loisirs",,
"97.220.01","97.220","Sports equipment and facilities in general","Equipements et installations de sports en général",,
"97.220.10","97.220","Sports facilities","Installations de sports","Including swimming-pools, spas, solaria, sports fields, running-tracks, spectator facilities for sports, etc.","Y compris piscines, installations thermales, solariums, terrains de sport, pistes d'athlétisme, équipements pour le spectateur, etc."
"97.220.20","97.220","Winter sports equipment","Équipements de sports d'hiver","Including ice hockey, snowboard, and ski equipment","Y compris équipements de hockey sur glace, de surf des neiges et de ski"
"97.220.30","97.220","Indoor sports equipment","Équipements de sports d'intérieur","Including equipment for gymnastics, volleyball, basketball, handball, home sports trainers, etc.","Y compris équipements pour gymnastique, volley-ball, basket-ball, hand-ball, appareils d'entraînement à domicile, etc."
"97.220.40","97.220","Outdoor and water sports equipment","Équipements de sports de plein air et aquatiques","Including equipment for mountaineering, football, tennis, swimming, diving, etc.","Y compris équipements pour alpinisme, football, tennis, natation, plongée, etc."
"97.220.99","97.220","Other sports equipment and facilities","Autres équipements et installations de sports",,
